Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
SC1_2586066	0.0025	-3.3296E-3	-2.8194E-3	-4.2464E-3	-1.7292E-3
SC1_2586077	0.0025	-3.3296E-3	-2.8194E-3	-4.2464E-3	-1.7292E-3
SC1_2586096	0.00332	0.00224	1.581E-4	0.00558	-2.9695E-3
SC1_2586303	-2.202E-3	-2.1789E-3	-4.8319E-3	-1.1054E-4	0.00334
SC1_2586315	-2.2138E-3	-2.2672E-3	-4.6945E-3	2.9195E-5	0.00317
SC1_2586742	0.00274	-4.5309E-3	-4.0829E-3	-1.0241E-2	-9.5606E-7
SC1_2587027	0.00569	-1.5467E-3	7.1625E-4	-6.437E-3	0.00114
SC1_2587029	0.00527	-1.5713E-3	4.2328E-4	-5.0591E-3	0.00159
SC1_2602396	1.9651E-4	-8.6677E-3	-2.472E-3	-3.8128E-3	-3.5945E-4
SC1_2602411	1.9651E-4	-8.6677E-3	-2.472E-3	-3.8128E-3	-3.5945E-4
SC1_2602420	1.8473E-4	-8.756E-3	-2.3346E-3	-3.6731E-3	-5.3169E-4
SC1_2606542	0.00487	0.00382	4.1881E-4	-7.837E-5	-3.3712E-3
SC1_2606552	0.00339	0.00379	-4.0606E-3	-8.3894E-4	-4.6768E-3
SC1_2606590	0.00478	0.00426	0.00118	6.6178E-4	-3.412E-3
SC1_2608371	0.00155	5.2494E-4	-5.6484E-3	0.00481	-1.0746E-3
SC1_2608400	0.00303	0.00282	-4.3129E-3	-4.6257E-3	-4.1962E-3
SC1_2618365	0.00357	0.00363	-1.2699E-3	-7.2766E-4	-4.5082E-3
SC1_2618366	0.00357	0.00363	-1.2699E-3	-7.2766E-4	-4.5082E-3
SC1_2642505	-2.4707E-3	6.828E-4	0.00932	-6.8094E-3	-3.3577E-4
SC1_2662576	8.9533E-4	-3.4056E-3	-2.111E-3	-1.1492E-3	0.00475
SC1_2664497	0.00324	-1.433E-3	4.8941E-4	-6.3076E-3	0.00439
SC1_2664782	0.00248	-5.4638E-5	-7.9238E-4	-3.3276E-3	0.0069
SC1_2665512	0.00218	-6.3846E-3	-1.8633E-3	-3.6885E-3	0.00253
SC1_2760417	0.00435	-3.6258E-4	0.00129	-2.065E-3	-4.1961E-3
SC1_2765640	0.00121	-6.1692E-3	-2.6417E-3	-2.3E-3	0.00526
SC1_2768788	0.00125	-3.4647E-3	-1.4846E-3	-1.4411E-3	0.00414
SC1_2768808	0.00272	-8.2658E-3	-2.328E-3	-3.0892E-3	0.00625
SC1_2768830	0.00272	-8.2658E-3	-2.328E-3	-3.0892E-3	0.00625
SC1_2768917	0.00214	-8.4805E-3	-2.4931E-3	-1.4174E-3	0.00716
SC1_2768930	0.00214	-8.4805E-3	-2.4931E-3	-1.4174E-3	0.00716
SC1_2769916	0.00171	-5.771E-3	-3.0152E-3	-2.6881E-3	0.00448
SC1_2810006	-3.991E-3	0.00481	0.00507	0.01006	0.00548
SC1_2810257	-4.9466E-3	0.00439	0.0061	0.0091	0.00513
SC1_2825548	3.0903E-4	-5.5511E-4	-9.4896E-4	-7.8345E-3	0.0013
SC1_2842822	-1.469E-3	0.00527	0.00564	-1.9756E-3	0.0018
SC1_2842837	-1.469E-3	0.00527	0.00564	-1.9756E-3	0.0018
SC1_2843842	-3.8045E-3	0.00266	0.00538	-5.4088E-3	0.00162
SC1_2843854	-3.9255E-3	0.00516	0.00507	-5.396E-3	0.00224
SC1_2843949	-5.1786E-3	0.0072	0.00216	-4.6454E-3	0.0018
SC1_2845226	7.5521E-4	0.00443	0.00536	-3.3269E-3	7.8025E-4
SC1_2850100	0.00746	0.0011	0.00233	-7.9087E-3	-5.3866E-4
SC1_2850103	0.00746	0.0011	0.00233	-7.9087E-3	-5.3866E-4
SC1_2850112	0.00746	0.0011	0.00233	-7.9087E-3	-5.3866E-4
SC1_2894373	0.00559	0.00265	0.00105	0.00353	-1.4391E-3
SC1_2894383	0.00559	0.00265	0.00105	0.00353	-1.4391E-3
SC1_2894478	-8.6487E-4	-1.7288E-3	0.00114	-4.6623E-3	-5.8242E-3
SC1_2895070	0.00127	-3.273E-3	-1.5364E-3	0.00385	-4.3649E-4
SC1_2895073	0.00127	-3.273E-3	-1.5364E-3	0.00385	-4.3649E-4
SC1_2895103	0.0013	-3.3729E-3	-6.18E-4	0.00423	-1.199E-3
SC1_2895118	0.0013	-3.3729E-3	-6.18E-4	0.00423	-1.199E-3
SC1_2896799	-9.1285E-3	0.00841	0.00393	0.00736	-1.9146E-4
SC1_2900190	0.00814	-5.157E-3	0.00238	-3.9813E-3	0.00271
SC1_2900191	0.00448	-4.7139E-3	3.3455E-4	-3.7855E-3	0.00625
SC1_2900511	0.0047	-4.7147E-3	0.00222	0.0063	-1.3989E-3
SC1_2900538	0.00786	-7.0496E-3	0.00129	0.00251	0.00347
SC1_2900540	0.0047	-4.7147E-3	0.00222	0.0063	-1.3989E-3
SC1_2901528	0.00807	-5.5739E-3	-9.4186E-4	0.00915	-3.6549E-3
SC1_2901543	0.0056	-4.2623E-3	0.00275	0.0084	-2.2996E-3
SC1_2901546	0.00549	-4.4089E-3	0.00264	0.00861	-2.4202E-3
SC1_2901817	0.00404	-2.2062E-3	-2.5928E-3	0.00154	-5.9805E-4
SC1_2901825	-3.7331E-3	0.00507	2.0146E-4	-6.7289E-3	1.6878E-5
SC1_2901846	0.00404	-2.2062E-3	-2.5928E-3	0.00154	-5.9805E-4
SC1_2901847	0.00458	-3.2604E-3	0.00118	0.0063	-1.4241E-3
SC1_2903574	-2.4721E-3	-9.3242E-4	-5.3045E-4	3.4763E-4	0.00561
SC1_2904236	0.00422	-3.9167E-4	6.3807E-4	0.00525	4.8862E-5
SC1_2904482	0.003	-5.6709E-3	-2.4937E-3	0.0054	-2.8483E-3
SC1_2904488	0.003	-5.6709E-3	-2.4937E-3	0.0054	-2.8483E-3
SC1_2904719	0.0038	-1.9093E-3	-2.2756E-3	0.00592	5.6602E-4
SC1_2906339	0.00448	-5.2776E-3	-2.2705E-3	0.00675	-2.2495E-3
SC1_2906393	0.00382	-4.9521E-3	-1.9191E-3	0.00709	-4.1105E-3
SC1_2914998	0.00229	-2.8885E-3	-3.1494E-3	2.8818E-4	0.00122
SC1_2922579	0.00587	-8.1297E-4	0.00343	4.5816E-4	1.4825E-4
SC1_2922599	0.00587	-8.1297E-4	0.00343	4.5816E-4	1.4825E-4
SC1_2922638	0.00573	-2.5277E-3	0.00273	7.6201E-5	-8.4078E-5
SC1_2922722	0.00588	-2.0376E-3	0.00354	0.0018	-7.2235E-4
SC1_2926663	0.00689	-3.6364E-3	0.00348	-2.8878E-4	-8.451E-4
SC1_2926772	0.00601	-3.6958E-3	0.00298	-1.5114E-4	5.3007E-5
SC1_2927165	0.00504	-1.6273E-3	0.00291	0.00187	1.1658E-4
SC1_2927286	0.00442	-1.3511E-3	0.00182	0.00135	-5.4724E-4
SC1_2937105	-8.1541E-3	0.00547	0.00204	-2.2083E-3	-6.5423E-3
SC1_2963190	0.00705	-3.5758E-5	0.00157	0.00319	0.00301
SC1_2963210	0.00705	-3.5758E-5	0.00157	0.00319	0.00301
SC1_2963283	0.00627	1.776E-4	0.00187	0.00261	0.00232
SC1_2980629	0.00139	-5.7459E-3	-5.1217E-3	0.0037	0.00252
SC1_2982129	0.00313	-8.9438E-3	-6.469E-3	0.00298	0.00417
SC1_2982157	0.0057	-5.414E-3	-4.1672E-3	-6.1098E-3	0.00115
SC1_2982325	0.00261	-5.6502E-3	-2.164E-3	0.00223	4.994E-4
SC1_2988042	0.00499	0.00182	-1.0317E-3	-5.126E-3	-7.8389E-3
SC1_3020656	0.00111	0.00202	-3.3546E-3	9.6582E-4	-6.2815E-3
SC1_3020683	0.00632	-1.8693E-3	-5.2728E-3	0.0069	0.00489
SC1_3020704	0.00632	-1.8693E-3	-5.2728E-3	0.0069	0.00489
SC1_3020806	0.00211	0.00308	-9.2406E-4	-8.0991E-3	-8.2463E-3
SC1_3023386	-7.6416E-3	-3.5981E-3	0.00454	-2.5892E-3	0.00659
SC1_3044544	0.0057	0.00422	0.00264	0.00435	2.18E-4
SC1_3050403	0.00763	0.00494	0.00343	0.00839	0.00138
SC1_3081161	0.00519	-1.581E-3	0.00223	-6.0725E-3	-4.167E-3
SC1_3081256	0.00399	-2.4873E-3	0.00147	-7.4335E-3	-4.3209E-3
SC1_3081274	0.00361	-2.8928E-3	0.00128	-5.4293E-3	-3.855E-3
SC1_3081388	0.00429	-1.4792E-3	0.00124	-7.8038E-3	-1.9183E-3
SC1_3081402	0.00429	-1.4792E-3	0.00124	-7.8038E-3	-1.9183E-3
SC1_3081546	0.00564	0.00176	-3.2267E-4	0.01099	-7.0041E-3
SC1_3085264	0.00393	-2.7713E-3	9.8452E-4	-7.049E-3	-2.4269E-3
SC1_3085285	0.00393	-2.7713E-3	9.8452E-4	-7.049E-3	-2.4269E-3
SC1_3088623	0.00233	0.00363	-4.67E-3	-8.9132E-3	-5.1935E-4
SC1_3090507	0.00511	0.00201	-2.6594E-3	-1.0553E-3	-2.562E-3
SC1_3112012	0.00179	0.00155	-1.9254E-3	4.3456E-4	6.1959E-5
SC1_3112023	-3.3451E-4	-1.1981E-3	3.289E-4	9.409E-4	-3.2149E-4
SC1_3112043	-5.6527E-4	-9.45E-4	8.5409E-4	0.00357	-2.051E-3
SC1_3112044	-1.0426E-4	-1.2607E-3	-2.4928E-4	-1.1572E-3	0.00123
SC1_3136275	0.00414	-4.8233E-3	0.00135	0.00994	-3.1194E-3
SC1_3147407	0.00617	0.0028	0.00451	0.00197	-3.3908E-4
SC1_3147410	0.00617	0.0028	0.00451	0.00197	-3.3908E-4
SC1_3245197	0.00202	0.00563	0.0103	0.00739	0.00419
SC1_3297730	0.00754	0.00713	0.00314	-3.4437E-3	-6.4653E-4
SC1_3297757	0.00954	1.4538E-4	-1.2685E-4	9.9361E-4	-2.2586E-3
SC1_3297772	0.00977	2.6607E-4	-1.4892E-4	0.00127	-2.4558E-3
SC1_3297839	0.00746	0.00746	0.0034	-6.3214E-3	-1.0047E-3
SC1_3305369	0.00699	0.00922	0.00149	-3.9828E-3	-5.4235E-3
SC1_3305561	0.00707	0.00883	0.00206	-3.8115E-3	-4.5955E-3
SC1_3317662	0.00383	-5.9527E-4	-3.2979E-4	0.00379	-9.181E-4
SC1_3318875	0.00175	-9.1565E-3	-5.3783E-3	-4.1585E-3	-2.4131E-3
SC1_3318889	0.00175	-9.1565E-3	-5.3783E-3	-4.1585E-3	-2.4131E-3
SC1_3364913	2.849E-4	0.00527	-5.1046E-3	0.00338	-3.4833E-3
SC1_3366229	-3.6304E-3	0.00209	-7.2279E-3	6.5388E-4	-1.454E-3
SC1_3366402	0.00567	-7.5199E-3	-5.579E-3	-3.8754E-3	8.7274E-4
SC1_3368116	-6.3181E-3	0.00435	0.00562	0.00103	5.7463E-4
SC1_3370597	-1.2171E-3	9.6268E-4	-5.7281E-3	-3.1016E-3	2.0496E-4
SC1_3375052	-9.7295E-3	0.00503	0.00575	0.00107	5.3265E-4
SC1_3375162	-1.0011E-2	0.00617	0.00323	2.8967E-4	-9.5876E-5
SC1_3378505	-6.608E-3	0.00645	0.00546	0.00186	0.00243
SC1_3378514	0.00356	-1.0085E-2	-7.4627E-3	0.00849	-7.4757E-4
SC1_3378767	-5.5591E-3	0.00569	0.00975	0.00265	0.00277
SC1_3392152	-7.2861E-3	0.00493	0.00464	-2.9498E-4	-1.1195E-3
SC1_3393950	-9.068E-3	0.00406	0.00636	3.7304E-4	-1.0356E-3
SC1_3393954	-9.068E-3	0.00406	0.00636	3.7304E-4	-1.0356E-3
SC1_3405914	-7.6334E-3	0.00328	0.00745	0.00194	0.00181
SC1_3407009	-9.5391E-3	0.00438	0.00723	4.9133E-4	-8.4954E-4
SC1_3407692	0.00483	0.00248	-1.0568E-3	0.00223	-3.2981E-3
SC1_3412864	0.00278	0.00645	9.8967E-4	0.01227	-1.7298E-3
SC1_3412866	-1.3626E-3	0.00244	0.00361	0.00613	9.1392E-4
SC1_3412870	0.00326	0.00401	-2.759E-3	0.00754	-3.2644E-3
SC1_3412879	-5.3732E-3	-8.4019E-3	-1.9269E-3	-2.8012E-4	4.9045E-4
SC1_3416610	0.00916	0.00458	8.2264E-4	-6.3618E-3	-5.5991E-3
SC1_3416632	0.00757	0.00435	0.00164	-6.4937E-3	0.00144
SC1_3416768	-9.3797E-3	0.00445	0.00274	-5.5909E-4	-3.3719E-3
SC1_3421410	-7.9748E-3	0.00402	0.0042	-4.5917E-4	-1.685E-3
SC1_3444342	0.00507	8.2044E-4	-2.5833E-3	6.9727E-4	0.00245
SC1_3444528	0.01087	0.00385	7.2583E-4	0.00311	-1.1331E-3
SC1_3444536	0.01087	0.00385	7.2583E-4	0.00311	-1.1331E-3
SC1_3444745	0.01049	0.00826	0.00211	-7.5131E-5	-4.4577E-3
SC1_3444747	0.01049	0.00826	0.00211	-7.5131E-5	-4.4577E-3
SC1_3444752	0.01027	0.00816	0.00209	7.3899E-4	-4.4173E-3
SC1_3448813	0.00746	0.00553	9.7548E-5	0.00257	-6.1029E-3
SC1_3448819	0.00747	0.00558	2.7206E-5	0.0025	-6.0147E-3
SC1_3448840	0.00723	0.00566	0.00127	0.00204	-1.8932E-3
SC1_3448891	0.00887	0.00642	0.00184	0.00373	-7.1223E-3
SC1_3448977	0.01203	0.00642	3.337E-4	-6.489E-4	-4.0699E-3
SC1_3448983	0.01264	0.00565	8.7414E-4	-4.5592E-4	-1.4818E-3
SC1_3449186	0.01063	0.00766	0.00159	-6.8922E-4	-3.1536E-3
SC1_3449423	0.01109	0.00741	0.00208	1.8381E-4	-4.9497E-3
SC1_3454336	0.00578	0.00393	0.00204	-5.199E-3	-1.5921E-3
SC1_3454343	0.00537	0.0039	0.00174	-3.821E-3	-1.1418E-3
SC1_3472710	0.01038	0.00694	0.00693	0.00471	-1.9615E-3
SC1_3472793	0.00879	0.00681	0.00432	0.00464	-4.0997E-3
SC1_3472844	0.00958	0.00714	0.00439	0.0018	-2.89E-3
SC1_3497823	0.00743	0.00793	0.00324	-1.3023E-3	-3.2672E-3
SC1_3497941	0.00745	0.00834	0.00517	-1.1631E-3	-3.6277E-3
SC1_3499145	0.00833	0.00646	0.00362	0.00217	-2.9125E-3
SC1_3499373	0.00674	0.00305	0.0017	0.00971	-2.4007E-3
SC1_3501065	0.00676	0.00454	0.0022	0.00863	-4.348E-3
SC1_3501066	0.00676	0.00454	0.0022	0.00863	-4.348E-3
SC1_3515115	-1.1516E-3	0.0039	0.00938	4.1372E-4	0.0041
SC1_3515129	-3.1455E-3	0.00233	0.00924	0.00122	0.00256
SC1_3516726	-3.8415E-3	0.00527	0.01236	9.202E-4	-1.2218E-3
SC1_3518955	0.00898	-2.6175E-3	-7.6191E-4	-4.8662E-3	2.2592E-5
SC1_3529994	0.00159	0.00295	-5.0503E-3	0.00475	-2.956E-3
SC1_3537850	0.00148	-9.7397E-3	-4.6634E-3	-1.2974E-3	0.00153
SC1_3551849	0.00557	0.00396	0.00258	-5.0491E-3	-3.3936E-3
SC1_3551851	0.00557	0.00396	0.00258	-5.0491E-3	-3.3936E-3
SC1_3555727	0.00519	0.00336	0.00139	-5.1031E-3	-1.8194E-3
SC1_3558537	-3.3761E-3	0.00363	0.00657	-8.2365E-4	0.00217
SC1_3563031	5.0761E-4	-1.5501E-3	-7.1286E-4	6.3318E-4	-7.6715E-3
SC1_3569140	0.00279	-9.8018E-3	-2.9493E-3	7.6003E-4	-6.524E-4
SC1_3607580	-7.0161E-4	0.00399	-2.2339E-3	-8.0301E-3	-1.0463E-2
SC1_3607585	-1.632E-3	-2.9378E-3	-6.3733E-4	1.4544E-4	-1.4443E-3
SC1_3607600	-7.0161E-4	0.00399	-2.2339E-3	-8.0301E-3	-1.0463E-2
SC1_3607606	-7.0161E-4	0.00399	-2.2339E-3	-8.0301E-3	-1.0463E-2
SC1_3610115	-2.3989E-3	0.00153	-6.1469E-3	7.5542E-4	0.00546
SC1_3625792	-4.5553E-4	0.00337	0.00106	0.00385	0.00218
SC1_3627240	-1.7111E-3	4.5317E-5	-2.0255E-3	-5.608E-4	-5.2638E-3
SC1_3630797	0.0063	-8.2957E-3	-9.3658E-4	9.9681E-4	0.00626
SC1_3630982	0.00666	4.5079E-4	-1.0507E-3	-5.3832E-3	0.0044
SC1_3631048	-6.1387E-4	0.00212	-4.4443E-3	0.00225	-6.0468E-3
SC1_3632492	0.00458	0.00108	-1.396E-3	-1.8659E-4	0.00699
SC1_3632540	7.2512E-4	-1.9095E-3	-3.7915E-3	0.00257	-6.8196E-3
SC1_3632575	0.00557	-4.2173E-3	-2.755E-3	5.5711E-4	0.00999
SC1_3640016	0.00502	-3.2279E-3	-7.178E-3	5.9422E-4	0.00262
SC1_3640037	0.00435	-2.724E-3	-7.5178E-3	0.002	0.00298
SC1_3640283	-3.5503E-4	-2.4773E-3	-3.5381E-3	8.5761E-4	-7.1745E-3
SC1_3641937	0.0021	-2.6348E-3	-3.5577E-3	5.0192E-4	-4.386E-3
SC1_3641953	0.00241	-1.4751E-3	-3.893E-3	0.00101	-5.1512E-3
SC1_3648907	2.4286E-4	0.00318	0.01235	-3.8528E-4	-5.7132E-3
SC1_3648915	0.0014	-1.0221E-2	-7.8498E-3	-1.6643E-3	0.00303
SC1_3648987	0.00146	0.00318	-3.9182E-3	0.00451	0.00869
SC1_3648991	8.7665E-4	-9.6243E-3	-2.8057E-3	-2.942E-4	-3.858E-4
SC1_3649028	4.7131E-4	0.00456	0.00889	0.00411	-2.0871E-3
SC1_3665110	-1.0156E-2	0.00318	0.00313	-2.2071E-3	-6.8498E-4
SC1_3665320	0.00631	-6.098E-4	-6.7701E-3	-1.6342E-3	0.00247
SC1_3665425	6.6534E-4	-2.7005E-3	-2.5423E-3	9.0665E-4	-7.1994E-3
SC1_3665428	6.6534E-4	-2.7005E-3	-2.5423E-3	9.0665E-4	-7.1994E-3
SC1_3665431	6.6534E-4	-2.7005E-3	-2.5423E-3	9.0665E-4	-7.1994E-3
SC1_3665778	0.00437	6.8769E-5	0.00295	0.0062	-2.6525E-3
SC1_3665779	0.00437	6.8769E-5	0.00295	0.0062	-2.6525E-3
SC1_3678855	0.0094	0.00127	0.00485	-1.462E-3	-2.9345E-3
SC1_3678896	-9.4225E-3	0.00255	0.00208	-2.5102E-3	0.00148
SC1_3682682	0.00671	-5.8326E-4	-4.1087E-3	0.00754	-7.8578E-3
SC1_3682894	0.0037	-1.6335E-3	0.00148	-4.5095E-3	-1.7544E-4
SC1_3682897	0.0037	-1.6335E-3	0.00148	-4.5095E-3	-1.7544E-4
SC1_3685939	0.00289	-4.4812E-3	0.00135	-2.4015E-3	-2.0004E-4
SC1_3685949	0.00594	-7.1336E-4	0.00366	-4.9498E-3	-4.0061E-3
SC1_3685976	0.00405	-2.518E-3	0.00248	-1.0316E-2	-2.8814E-3
SC1_3685986	0.00405	-2.518E-3	0.00248	-1.0316E-2	-2.8814E-3
SC1_3708222	7.6019E-4	0.00371	0.00892	0.00854	-2.1499E-3
SC1_3708225	7.6019E-4	0.00371	0.00892	0.00854	-2.1499E-3
SC1_3708272	0.00722	-4.2294E-3	0.00178	0.00128	-7.6068E-3
SC1_3708273	0.00722	-4.2294E-3	0.00178	0.00128	-7.6068E-3
SC1_3708842	-4.6158E-3	0.00486	0.0091	0.00482	7.7928E-4
SC1_3746554	8.8936E-4	0.00433	-3.8438E-3	-3.0302E-4	-2.1203E-3
SC1_3753123	-1.638E-3	0.00226	-1.6686E-3	-3.2567E-5	0.00125
SC1_3753780	-3.5625E-3	0.00347	-3.7549E-3	0.0034	0.00505
SC1_3769565	-2.1582E-3	0.00116	-2.7106E-3	3.1412E-4	-1.1587E-3
SC1_3769569	-2.1582E-3	0.00116	-2.7106E-3	3.1412E-4	-1.1587E-3
SC1_3771944	-5.6708E-4	9.1832E-4	-5.8898E-3	-1.9178E-3	0.00633
SC1_3794584	-4.8581E-4	0.00361	4.3772E-4	0.00188	-1.2466E-4
SC1_3805892	0.00124	-1.3108E-3	-2.4065E-3	7.4538E-4	0.00386
SC1_3820106	-4.2853E-3	6.7111E-4	0.00272	-7.5119E-3	-1.0264E-2
SC1_3822690	0.00467	-4.5744E-3	0.00116	-9.6847E-3	-6.0115E-3
SC1_3822720	0.00154	5.4926E-4	-2.0988E-3	-8.4883E-3	-8.5388E-3
SC1_3822735	0.00154	5.4926E-4	-2.0988E-3	-8.4883E-3	-8.5388E-3
SC1_3822741	0.00408	-7.0028E-3	0.00304	-4.3316E-4	0.00126
SC1_3832969	-1.4979E-4	0.00104	-8.5475E-4	-6.093E-4	-3.9168E-3
SC1_3841118	9.5775E-4	-3.9427E-3	-2.6585E-3	-5.5831E-3	0.00149
SC1_3878334	0.0053	-8.6701E-4	-3.7126E-3	0.01189	0.00401
SC1_3895159	0.00203	0.00585	0.00462	0.00448	-1.6575E-3
SC1_3895191	0.0034	-7.2957E-3	-1.8799E-3	0.00498	0.00328
SC1_3905407	0.00341	0.00183	4.4127E-4	-3.8918E-3	0.0046
SC1_3905434	0.00341	0.00183	4.4127E-4	-3.8918E-3	0.0046
SC1_3945277	0.00463	-1.7053E-3	-3.7874E-4	0.0076	0.00433
SC1_3945284	0.00546	0.00199	-5.013E-4	-6.3875E-3	0.00101
SC1_3945294	0.00548	0.00216	-7.7608E-4	-6.6669E-3	0.00135
SC1_3948852	-9.2633E-3	1.9289E-4	1.3659E-4	2.2658E-4	-2.5893E-3
SC1_3948858	-9.2633E-3	1.9289E-4	1.3659E-4	2.2658E-4	-2.5893E-3
SC1_3950329	-8.3722E-3	-8.1641E-4	5.8453E-4	-1.6618E-3	-3.6846E-3
SC1_3950337	-8.3722E-3	-8.1641E-4	5.8453E-4	-1.6618E-3	-3.6846E-3
SC1_3950362	-8.3722E-3	-8.1641E-4	5.8453E-4	-1.6618E-3	-3.6846E-3
SC1_3950363	-8.3722E-3	-8.1641E-4	5.8453E-4	-1.6618E-3	-3.6846E-3
SC1_3950511	-8.278E-3	0.00107	-1.3565E-3	-2.3831E-3	-5.5868E-3
SC1_3950538	-8.278E-3	0.00107	-1.3565E-3	-2.3831E-3	-5.5868E-3
SC1_3950547	-8.278E-3	0.00107	-1.3565E-3	-2.3831E-3	-5.5868E-3
SC1_3959601	-2.3645E-3	-2.2462E-3	0.00242	0.0011	-4.4191E-3
SC1_3959633	-1.1049E-3	0.00185	-5.2468E-3	8.6186E-4	-1.7615E-3
SC1_3959635	-1.8212E-3	-6.7997E-4	5.3106E-4	-1.0612E-3	-3.8756E-3
SC1_3959644	0.00183	-2.9268E-3	-1.2522E-3	0.00306	4.286E-4
SC1_3990216	0.00428	-5.3691E-3	0.00384	-1.1966E-2	-3.1349E-4
SC1_4010403	0.00563	-4.4205E-3	-1.1068E-5	-1.1797E-2	-8.4461E-4
SC1_4010404	0.00521	-4.4451E-3	-3.0404E-4	-1.0419E-2	-3.9432E-4
SC1_4010457	0.0051	-3.1317E-3	1.447E-4	-7.657E-3	-8.2054E-4
SC1_4010470	0.0051	-3.1317E-3	1.447E-4	-7.657E-3	-8.2054E-4
SC1_4010517	0.00582	-3.385E-3	1.7165E-4	-9.673E-3	-7.0323E-4
SC1_4010518	0.00582	-3.385E-3	1.7165E-4	-9.673E-3	-7.0323E-4
SC1_4010519	0.00582	-3.385E-3	1.7165E-4	-9.673E-3	-7.0323E-4
SC1_4010661	0.00535	-2.6183E-3	2.8331E-4	-1.1376E-2	-4.8226E-4
SC1_4018913	0.00179	0.00188	-2.3539E-3	-9.8101E-3	-4.0627E-3
SC1_4018922	9.1738E-4	9.6265E-4	-2.4901E-3	-5.815E-3	-2.3044E-3
SC1_4018940	0.00128	0.00169	-9.8508E-4	-9.4644E-3	-7.374E-3
SC1_4019528	0.00405	-4.3307E-4	-5.7944E-4	-1.0723E-2	0.0016
SC1_4021347	0.00151	0.00215	-8.5308E-4	-8.2234E-3	-5.2014E-3
SC1_4022596	0.00276	0.00133	-1.2898E-3	-6.9468E-3	-7.6663E-3
SC1_4049501	0.00542	0.00431	0.0018	-9.6273E-4	-1.5809E-3
SC1_4077539	0.00116	-4.6419E-3	8.0781E-4	0.00128	0.0023
SC1_4086322	0.00239	-2.1688E-3	0.00423	0.00262	7.0229E-5
SC1_4086470	-2.0119E-3	0.0041	0.00235	-2.1782E-3	0.00257
SC1_4086477	-2.0119E-3	0.0041	0.00235	-2.1782E-3	0.00257
SC1_4092515	0.00624	0.00547	0.00173	0.00158	-8.1646E-4
SC1_4092555	0.00546	0.00412	0.00158	0.00741	-3.1094E-5
SC1_4092600	0.00711	-5.0417E-4	-8.4054E-4	-2.9742E-3	-2.9818E-3
SC1_4092608	0.00806	7.4682E-4	-5.9869E-4	-4.0734E-3	-3.6356E-3
SC1_4092609	0.00806	7.4682E-4	-5.9869E-4	-4.0734E-3	-3.6356E-3
SC1_4092645	0.00128	-5.7806E-3	-3.3588E-3	-3.3267E-3	-1.6092E-4
SC1_4097515	0.00157	5.8874E-4	-3.4576E-3	-4.8956E-3	0.00117
SC1_4098774	0.0023	7.3717E-4	-1.0366E-3	-4.9877E-3	2.5057E-4
SC1_4104496	0.00429	-6.4126E-3	8.8673E-5	5.1431E-4	-1.9219E-3
SC1_4104516	0.00429	-6.4126E-3	8.8673E-5	5.1431E-4	-1.9219E-3
SC1_4106245	0.00276	-4.132E-3	-1.5892E-3	-8.0773E-4	0.00274
SC1_4106305	-3.7684E-3	0.00667	-3.1223E-4	0.00457	-4.8037E-3
SC1_4106311	-3.7684E-3	0.00667	-3.1223E-4	0.00457	-4.8037E-3
SC1_4106356	-5.264E-3	0.00539	-1.0695E-3	0.00125	-4.0041E-3
SC1_4108894	0.00778	-5.377E-3	-2.0368E-3	9.3201E-4	0.00212
SC1_4109010	0.00379	-7.0455E-3	-1.856E-3	-1.8955E-3	-2.1027E-4
SC1_4109011	0.00379	-7.0455E-3	-1.856E-3	-1.8955E-3	-2.1027E-4
SC1_4109013	0.00379	-7.0455E-3	-1.856E-3	-1.8955E-3	-2.1027E-4
SC1_4109017	0.00379	-7.0455E-3	-1.856E-3	-1.8955E-3	-2.1027E-4
SC1_4109045	0.00357	-2.6044E-3	0.00372	-6.6009E-3	-1.673E-3
SC1_4110171	0.00229	-3.7194E-3	-3.0766E-3	-3.481E-3	0.00233
SC1_4110246	0.00389	-2.0679E-3	-3.2887E-3	1.6534E-4	0.00175
SC1_4182494	5.3214E-4	-6.3146E-4	-3.9363E-4	0.00318	0.00167
SC1_4191423	7.4268E-4	0.0012	0.00151	2.4913E-4	0.00496
SC1_4191577	1.4684E-4	-1.3745E-3	0.00412	-1.7818E-3	-1.4636E-3
SC1_4191596	-7.1249E-3	-7.1315E-4	-2.572E-3	-3.6716E-3	-2.1685E-3
SC1_4197076	0.00146	-2.5065E-3	0.00267	0.00392	9.8955E-4
SC1_4198323	0.00744	-4.0813E-3	0.00149	-1.113E-2	4.5947E-4
SC1_4198340	0.00673	-4.9577E-3	0.00124	-9.18E-3	5.4694E-4
SC1_4199137	0.0056	0.00249	0.00207	-8.2975E-3	-2.0326E-3
SC1_4199144	0.0056	0.00249	0.00207	-8.2975E-3	-2.0326E-3
SC1_4226788	0.00675	-2.1909E-3	0.00451	0.00354	0.00438
SC1_4262114	0.00651	0.00161	-7.5834E-4	-1.3884E-2	0.00461
SC1_4277134	0.00662	0.00316	0.0015	0.00853	-8.2614E-4
SC1_4277149	0.00266	-5.5248E-3	-7.3888E-4	-2.8366E-3	-5.6133E-3
SC1_4295033	0.00395	0.00117	0.00133	0.00363	0.00114
SC1_4312437	7.1279E-5	0.00181	-2.7815E-3	-1.8458E-3	0.00118
